train_loss,train_accuracy,best_val_loss,best_val_accuracy,test_loss,test_accuracy,best_epoch,timestamp,checkpoint_dir_name,should_checkpoint,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/out_size,config/lr,config/batch_size,config/fp_size,logdir
0.264840447476932,0.85375,0.6192227602005005,0.695,1.270000735918681,0.7711864406779662,9,1714468415,,,True,100,e3b57_00007,2024-04-30_18-13-35,0.025118350982666016,4.965142726898193,124683,V100,10.20.36.87,4.965142726898193,100,8,0.01,128,256,e3b57_00007
0.370999459028244,0.82,0.6192611626216343,0.695,0.5811240213612715,0.711864406779661,14,1714468413,,,True,40,e3b57_00002,2024-04-30_18-13-33,0.05163216590881348,4.355509996414185,124659,V100,10.20.36.87,4.355509996414185,40,4,0.01,32,256,e3b57_00002
0.07166809801544462,0.99,0.6200759410858154,0.685,0.6497083306312561,0.7542372881355932,14,1714468413,,,True,40,e3b57_00037,2024-04-30_18-13-33,0.027174949645996094,3.082406997680664,125730,V100,10.20.36.87,3.082406997680664,40,256,0.001,128,128,e3b57_00037
0.3904968500137329,0.85375,0.605548769235611,0.685,0.5869687994321188,0.6836158192090396,35,1714468412,,,True,40,e3b57_00000,2024-04-30_18-13-32,0.030842065811157227,3.531240701675415,124597,V100,10.20.36.87,3.531240701675415,40,256,0.0001,128,256,e3b57_00000
0.02533642921064581,0.9975,0.6399025321006775,0.68,0.9302616914113363,0.7175141242937854,5,1714468413,,,True,40,e3b57_00024,2024-04-30_18-13-33,0.032209157943725586,3.5559511184692383,124938,V100,10.20.36.87,3.5559511184692383,40,256,0.001,128,256,e3b57_00024
0.05206387758255005,0.98,0.5377933425562722,0.675,1.0912444186396897,0.7457627118644068,1,1714468419,,,True,40,e3b57_00049,2024-04-30_18-13-39,0.04995465278625488,3.37117075920105,128765,V100,10.20.36.87,3.37117075920105,40,64,0.01,32,512,e3b57_00049
0.5336795938014984,0.76,0.619677586214883,0.675,0.5754171187678973,0.672316384180791,36,1714468413,,,True,40,e3b57_00003,2024-04-30_18-13-33,0.057100772857666016,4.71028733253479,124661,V100,10.20.36.87,4.71028733253479,40,16,0.0001,32,256,e3b57_00003
0.33461327880620956,0.85375,0.599265667108389,0.665,0.7412526633428491,0.748587570621469,7,1714468416,,,True,40,e3b57_00011,2024-04-30_18-13-36,0.08727836608886719,6.549901008605957,124698,V100,10.20.36.87,6.549901008605957,40,16,0.01,16,128,e3b57_00011
0.6349198746681214,0.655,0.6275071288858142,0.655,0.7403541405995687,0.5028248587570622,32,1714468414,,,True,40,e3b57_00036,2024-04-30_18-13-34,0.05831456184387207,4.736777067184448,125788,V100,10.20.36.87,4.736777067184448,40,64,1e-05,32,512,e3b57_00036
0.5791640281677246,0.70375,0.599249467253685,0.655,0.645403524239858,0.5903954802259888,30,1714468413,,,True,40,e3b57_00021,2024-04-30_18-13-33,0.04216957092285156,3.8169476985931396,125036,V100,10.20.36.87,3.8169476985931396,40,64,0.0001,64,128,e3b57_00021
0.7101289713382721,0.5475,0.6934111347565284,0.585,0.6830546519030696,0.53954802259887,18,1714468413,,,True,20,e3b57_00029,2024-04-30_18-13-33,0.1031491756439209,4.792434453964233,125204,V100,10.20.36.87,4.792434453964233,20,128,1e-05,16,256,e3b57_00029
0.7488912684576852,0.5175,0.6861133277416229,0.585,0.6911616524060568,0.5310734463276836,17,1714468410,,,True,20,e3b57_00014,2024-04-30_18-13-30,0.023398399353027344,2.744736671447754,124713,V100,10.20.36.87,2.744736671447754,20,32,1e-05,128,512,e3b57_00014
0.6790736138820648,0.56625,0.67143714427948,0.58,0.6487791201342707,0.6242937853107344,19,1714468413,checkpoint_000011,True,True,20,e3b57_00022,2024-04-30_18-13-33,0.14244699478149414,4.274592638015747,124980,V100,10.20.36.87,4.274592638015747,20,4,0.0001,16,256,e3b57_00022
0.03614532459527254,0.99,0.6568216809204647,0.57,1.0574169327349712,0.7457627118644068,0,1714468414,,,True,40,e3b57_00009,2024-04-30_18-13-34,0.061011552810668945,4.8541131019592285,124677,V100,10.20.36.87,4.8541131019592285,40,64,0.01,32,256,e3b57_00009
0.6939138003758022,0.535,0.6758215725421906,0.565,0.6711263060569763,0.5451977401129944,16,1714468412,,,True,20,e3b57_00045,2024-04-30_18-13-32,0.023101806640625,2.617184638977051,126148,V100,10.20.36.87,2.617184638977051,20,8,1e-05,128,256,e3b57_00045
0.6894845641576327,0.5625,0.6798889189958572,0.55,0.6947416961193085,0.5310734463276836,12,1714468410,,,True,20,e3b57_00015,2024-04-30_18-13-30,0.02984142303466797,2.7975189685821533,124896,V100,10.20.36.87,2.7975189685821533,20,16,0.0001,64,128,e3b57_00015
0.69312579870224,0.57,0.6910351423116831,0.55,0.7381321891494419,0.4632768361581921,17,1714468413,,,True,20,e3b57_00034,2024-04-30_18-13-33,0.14053034782409668,4.546284198760986,125379,V100,10.20.36.87,4.546284198760986,20,64,1e-05,16,512,e3b57_00034
0.6488870406150817,0.6075,0.6614993044308254,0.54,0.6240296761194865,0.7146892655367232,14,1714468412,,,True,20,e3b57_00041,2024-04-30_18-13-32,0.056653738021850586,3.0153582096099854,125954,V100,10.20.36.87,3.0153582096099854,20,16,0.0001,32,256,e3b57_00041
0.7410230362415313,0.53125,0.7135081382898184,0.54,0.6854223738545957,0.5706214689265536,19,1714468413,checkpoint_000008,True,True,20,e3b57_00025,2024-04-30_18-13-33,0.11812138557434082,4.556681156158447,125192,V100,10.20.36.87,4.556681156158447,20,32,1e-05,16,256,e3b57_00025
0.730517520904541,0.53875,0.6986442037991115,0.535,0.7226504037777582,0.4971751412429379,19,1714468412,checkpoint_000005,True,True,20,e3b57_00031,2024-04-30_18-13-32,0.06595516204833984,3.53800106048584,125492,V100,10.20.36.87,3.53800106048584,20,256,1e-05,32,128,e3b57_00031
0.7342963218688965,0.56,0.7315317392349243,0.535,0.8510064284006754,0.4067796610169492,19,1714468411,checkpoint_000001,True,True,20,e3b57_00017,2024-04-30_18-13-31,0.023181915283203125,2.684757947921753,124917,V100,10.20.36.87,2.684757947921753,20,8,0.0001,128,256,e3b57_00017
0.7510881263017655,0.53375,0.68862050313216,0.535,0.7811250220174375,0.4689265536723164,16,1714468413,,,True,20,e3b57_00008,2024-04-30_18-13-33,0.15473103523254395,4.179229259490967,124679,V100,10.20.36.87,4.179229259490967,20,8,1e-05,16,256,e3b57_00008
0.711076191663742,0.51625,0.6853225185320928,0.535,0.7052779793739319,0.4858757062146893,19,1714468418,checkpoint_000005,True,True,20,e3b57_00048,2024-04-30_18-13-38,0.10550880432128906,2.986452341079712,128700,V100,10.20.36.87,2.986452341079712,20,8,1e-05,16,256,e3b57_00048
0.6961127781867981,0.545,0.6848970396178109,0.525,0.6889894406000773,0.5225988700564972,15,1714468411,,,True,20,e3b57_00006,2024-04-30_18-13-31,0.04892992973327637,3.525754928588867,124685,V100,10.20.36.87,3.525754928588867,20,4,0.0001,32,128,e3b57_00006
0.6702264717647007,0.58125,0.690346360206604,0.52,0.6712648669878641,0.596045197740113,19,1714468412,checkpoint_000004,True,True,20,e3b57_00018,2024-04-30_18-13-32,0.024111509323120117,2.5845062732696533,124910,V100,10.20.36.87,2.5845062732696533,20,64,0.0001,128,128,e3b57_00018
0.7729555249214173,0.5125,0.7248534475054059,0.505,0.894109825293223,0.3220338983050847,0,1714468410,,,True,20,e3b57_00004,2024-04-30_18-13-30,0.05089068412780762,3.2560935020446777,124663,V100,10.20.36.87,3.2560935020446777,20,8,1e-05,32,128,e3b57_00004
0.7239943926150982,0.5375,0.6966709494590759,0.5,0.8112257122993469,0.3220338983050847,0,1714468411,,,True,20,e3b57_00016,2024-04-30_18-13-31,0.03468751907348633,2.7378592491149902,124926,V100,10.20.36.87,2.7378592491149902,20,4,0.0001,64,256,e3b57_00016
0.804917954481565,0.495,0.6988547891378403,0.495,0.7618728876113892,0.4745762711864407,19,1714468411,checkpoint_000003,True,True,20,e3b57_00046,2024-04-30_18-13-31,0.03683280944824219,2.6341521739959717,126217,V100,10.20.36.87,2.6341521739959717,20,8,1e-05,64,256,e3b57_00046
0.7271753549575806,0.51375,0.7043144404888153,0.49,0.7150214314460754,0.5,0,1714468411,,,True,20,e3b57_00032,2024-04-30_18-13-31,0.023820877075195312,2.588235855102539,125479,V100,10.20.36.87,2.588235855102539,20,4,1e-05,128,128,e3b57_00032
0.7300384300095695,0.51125,0.7023128867149353,0.48,0.7417935927708944,0.4152542372881356,4,1714468411,,,True,20,e3b57_00033,2024-04-30_18-13-31,0.022167444229125977,2.7461729049682617,125420,V100,10.20.36.87,2.7461729049682617,20,4,1e-05,128,512,e3b57_00033
0.7518729980175312,0.505,0.7160845696926117,0.46,0.7732961674531301,0.4463276836158192,1,1714468411,,,True,20,e3b57_00028,2024-04-30_18-13-31,0.03491091728210449,3.062882900238037,125256,V100,10.20.36.87,3.062882900238037,20,8,1e-05,64,512,e3b57_00028
